mesh,mesh_variant,point_id,distance_bin,bin_min,bin_max,x,y,z,nearest_distance_proxy_norm,local_edge_mean_norm,local_area_norm,local_aspect_ratio,local_quality,local_normal_variation,point_index,boundary,seed,exact,epsilon,epsilon_half,value_epsilon,value_epsilon_half,bias_indicator,normalized_bias,abs_error_epsilon,abs_error_epsilon_half,std_error_epsilon,std_error_epsilon_half,sample_variance_epsilon,sample_variance_epsilon_half,mean_steps_epsilon,mean_steps_epsilon_half,samples_epsilon,samples_epsilon_half,diverged_epsilon,diverged_epsilon_half,is_valid,dataset,walks
bunny,original,10,1,0.05,0.15,-0.0811202973,0.0964908004,-0.0482416078,0.13598049028278975,0.005722676650109967,1.237005421029252e-05,1.6549455170202896,0.8384885648890221,0.0020707112081789956,10,neumann,19601,-0.0328711048,0.0001,4.99999987e-05,-0.100274973,-0.0786037222,0.0216712505,0.823311329,0.0674038678,0.0457326174,0.0129698031,0.0133512579,0.043063242,0.0456335619,101.550781,152.03125,256,256,0,0,1,part1_bias,256
bunny,original,11,1,0.05,0.15,-0.0107402578,0.180729836,-0.0448372886,0.06099170016912638,0.005727539167491383,1.2872517919811091e-05,1.5850271298506478,0.8756628750129374,0.056662736411528226,11,neumann,19601,0.12515229,0.0001,4.99999987e-05,0.125196338,0.127827376,0.00263103843,0.132846802,4.40478325e-05,0.00267508626,0.0105489343,0.00925512332,0.0284876823,0.0219282713,78.4023438,110.882812,256,256,0,0,1,part1_bias,256
bunny,original,12,1,0.05,0.15,-0.0611755028,0.199949145,-0.0343294628,0.11128807002331247,0.005574178761540877,1.1639167559144477e-05,1.7155600797272745,0.8276183847201917,0.0028399226497881993,12,neumann,19601,0.104444191,0.0001,4.99999987e-05,0.118666135,0.10517253,0.013493605,0.854720354,0.0142219439,0.000728338957,0.00761915324,0.00816700514,0.0148611842,0.0170751922,65.0625,83.6875,256,256,0,0,1,part1_bias,256
bunny,original,13,1,0.05,0.15,-0.0350626484,0.210224673,0.00687460089,0.13424678755849265,0.006343095602779366,1.5008703182934372e-05,1.7193188549900633,0.8238170206172862,0.11376172070823105,13,neumann,19601,0.182036623,0.0001,4.99999987e-05,,,,,,,,,,,,,,,,,0,part1_bias,256
bunny,original,14,1,0.05,0.15,0.0210043043,0.0194579698,0.0588089526,0.09433976260294498,0.005965893868526018,1.4717026154098152e-05,1.2838782752935831,0.9423893209370593,0.07666655762596979,14,neumann,19601,0.0992712229,0.0001,4.99999987e-05,0.109348543,0.121230863,0.01188232,0.368136853,0.01007732,0.0219596401,0.0162963849,0.0159795266,0.0679864734,0.0653683841,96.3710938,129.964844,256,256,0,0,1,part1_bias,256
bunny,original,15,1,0.05,0.15,-0.0103540719,0.158047348,0.0397412069,0.12973497092012623,0.005748952363395691,1.3123701342113211e-05,1.5313504414789783,0.8910741923308537,0.005082171377873812,15,neumann,19601,0.18743448,0.0001,4.99999987e-05,0.236451924,0.23759526,0.0011433363,0.0495176911,0.0490174443,0.0501607805,0.0109546473,0.0121338041,0.0307210982,0.0376906767,91.3476562,173.976562,256,256,0,0,1,part1_bias,256
bunny,original,16,1,0.05,0.15,-0.039521385,0.102026179,0.0672486871,0.09755270505743603,0.005646541926404667,1.2297175882409136e-05,1.609864155505332,0.8598685050534415,0.001717553210292248,16,neumann,19601,0.129753485,0.0001,4.99999987e-05,0.197093964,0.153505355,0.0435886085,1.63432384,0.0673404783,0.0237518698,0.0122503024,0.0144194262,0.0384178981,0.0532274805,110.582031,173.699219,256,256,0,0,1,part1_bias,256
bunny,original,17,1,0.05,0.15,0.0405099392,0.129948974,0.0078132255,0.05825629890855711,0.0054193811014348146,1.1222543158115638e-05,1.6319929254794545,0.8501586903590994,0.0005405266969723913,17,neumann,19601,0.178272143,0.0001,4.99999987e-05,0.225478157,0.226369277,0.000891119242,0.0329986364,0.0472060144,0.0480971336,0.0137134064,0.0132903205,0.0481427237,0.0452179499,112.824219,163.703125,256,256,0,0,1,part1_bias,256
bunny,original,18,1,0.05,0.15,-0.0479585342,0.144119784,-0.0611163676,0.0912039308482289,0.005659797495928717,1.2307741929984117e-05,1.6304585191527692,0.8551470575446647,0.057341908362494164,18,neumann,19601,0.0350448787,0.0001,4.99999987e-05,0.0160325672,0.017727511,0.00169494376,0.0644747391,0.0190123115,0.0173173677,0.0126977852,0.0135897081,0.0412758365,0.0472781248,104.738281,172.539062,256,256,0,0,1,part1_bias,256
bunny,original,19,1,0.05,0.15,0.0156902131,0.126337081,-0.0448027514,0.1196704071847047,0.0055418591543457095,1.1386719688283871e-05,1.7339379047843004,0.8177098522178721,0.008080368419291606,19,neumann,19601,0.0972245336,0.0001,4.99999987e-05,0.0963755548,0.116538703,0.0201631486,0.725076377,0.000848978758,0.0193141699,0.0134984842,0.014308827,0.0466455221,0.0524140857,104.707031,165.605469,256,256,0,0,1,part1_bias,256
bunny,original,20,1,0.05,0.15,-0.00702939322,0.0225085281,-0.0322350897,0.05802191404671783,0.005842576100958737,1.2851709729832665e-05,1.7445036632971749,0.8279442251315539,0.06421453182721644,20,neumann,19601,-0.0167559553,0.0001,4.99999987e-05,-0.0656250715,-0.0815264359,0.0159013644,0.513027132,0.0488691181,0.0647704825,0.0159015693,0.0150926039,0.0647321343,0.0583133921,126.125,162.527344,256,256,0,0,1,part1_bias,256
bunny,original,21,1,0.05,0.15,-0.0422468856,0.186354056,0.0362586714,0.14702472320300675,0.0054354865753330536,1.1079081488274614e-05,1.6836817320540702,0.8304823976963883,0.0073676913749798345,21,neumann,19601,0.180365831,0.0001,4.99999987e-05,0.219312355,0.200218141,0.0190942138,1.18583691,0.0389465243,0.0198523104,0.0075293174,0.00857157167,0.0145127987,0.0188087933,66.9960938,90.0234375,256,256,0,0,1,part1_bias,256
bunny,original,22,1,0.05,0.15,-0.0139228515,0.0688166171,-0.0603689514,0.08776908277612308,0.005592359417963255,1.1675261946410542e-05,1.7217647996722198,0.824319784177115,0.005045477638522329,22,neumann,19601,-0.00547518581,0.0001,4.99999987e-05,-0.0584912598,-0.0603562929,0.00186503306,0.0616603196,0.053016074,0.0548811071,0.0152614824,0.0149844103,0.0596256927,0.0574803352,120.617188,153.972656,256,256,0,0,1,part1_bias,256
bunny,original,23,1,0.05,0.15,0.0599506907,0.115139082,0.0195783097,0.08804404189215143,0.0058375659078164594,1.2788591730055231e-05,1.7434649611927746,0.8268390703186264,0.0018153512092428474,23,neumann,19601,0.194668084,0.0001,4.99999987e-05,0.239023313,0.232644677,0.00637863576,0.245625332,0.0443552285,0.0379765928,0.0122813368,0.0136866281,0.0386127979,0.0479548946,88.2148438,139.976562,256,256,0,0,1,part1_bias,256
bunny,original,0,2,0.15,0.3,0.0203218441,0.192576095,-0.00220530643,0.1646381967620308,0.005901227003386365,1.3301397204626614e-05,1.6761065028003415,0.8466275899307658,0.0020217772316998284,24,neumann,19601,0.210692629,0.0001,4.99999987e-05,0.237172097,0.215318501,0.021853596,1.3666805,0.0264794677,0.00462587178,0.00774365664,0.00824561622,0.0153508401,0.0174054876,47.8476562,92.6289062,256,256,0,0,1,part1_bias,256
bunny,original,1,2,0.15,0.3,-0.0995398015,-0.0212173685,0.0726171285,0.2952996189140681,0.005173907006910939,1.012982431669557e-05,1.6085133540228789,0.8423055781327221,0.08035621681593667,25,neumann,19601,-0.0481400415,0.0001,4.99999987e-05,-0.0416537151,-0.0533674732,0.0117137581,0.424020171,0.00648632646,0.00522743165,0.0140338158,0.0135906581,0.0504186824,0.0472847335,61.890625,73.2851562,256,256,0,0,1,part1_bias,256
bunny,original,2,2,0.15,0.3,-0.0744079873,0.177519768,-0.106887363,0.1871632843916056,0.0060088333941234326,1.5512484687446066e-05,1.1310048564003006,0.9895406946353614,0.018607442746772618,26,neumann,19601,-0.00377558172,0.0001,4.99999987e-05,,,,,,,,,,,,,,,,,0,part1_bias,256
bunny,original,3,2,0.15,0.3,-0.124111302,-0.011293429,-0.0103977034,0.2816011196452827,0.005739426989453782,1.3497869240749735e-05,1.3945155894711079,0.9296196146782888,0.1694496665477148,27,neumann,19601,-0.145802438,0.0001,4.99999987e-05,-0.160674006,-0.165175155,0.00450114906,0.171139643,0.0148715675,0.0193727165,0.0135914693,0.0127085615,0.0472903736,0.0413459316,62.2304688,64.6796875,256,256,0,0,1,part1_bias,256
bunny,original,4,2,0.15,0.3,0.0519449562,0.0162660666,0.0591917522,0.16965477447481261,0.004167950866960983,6.9862214935812154e-06,1.455351783603033,0.9079344781982827,0.023695413935604332,28,neumann,19601,0.127402768,0.0001,4.99999987e-05,0.155442178,0.15062201,0.00482016802,0.157624707,0.0280394107,0.0232192427,0.0149292592,0.0156497695,0.0570579879,0.0626983047,72.8125,97.265625,256,256,0,0,1,part1_bias,256
bunny,original,5,2,0.15,0.3,-0.0585225783,0.00320395734,-0.0732873678,0.22741477247442687,0.004444611385919068,5.068119448706082e-06,2.0542212594565377,0.5426820586874214,0.33091499578067624,29,neumann,19601,-0.128605992,0.0001,4.99999987e-05,-0.135029748,-0.158409923,0.0233801752,0.776587188,0.00642375648,0.0298039317,0.0152805084,0.0148248021,0.0597744435,0.0562623367,67.5429688,77.4023438,256,256,0,0,1,part1_bias,256
bunny,original,6,2,0.15,0.3,0.0981892645,0.102299035,0.00765402801,0.20251290815696357,0.0057466811891269546,1.2814196555630766e-05,1.6173040317416296,0.86448992852202,0.003363664078840589,30,neumann,19601,0.208142325,0.0001,4.99999987e-05,0.200826749,0.212784395,0.0119576454,0.420523971,0.00731557608,0.00464206934,0.014445724,0.013988384,0.0534218103,0.0500927754,68.1015625,98.9960938,256,256,0,0,1,part1_bias,256
bunny,original,7,2,0.15,0.3,-0.122722015,0.15032202,0.0847506225,0.22049750875282303,0.005598369349959359,1.1566213261968758e-05,1.7460416250300914,0.8130304110476643,0.005352661333464866,31,neumann,19601,0.112350628,0.0001,4.99999987e-05,0.109289259,0.104418889,0.00487037003,0.23222892,0.00306136906,0.00793173909,0.0107888887,0.0101823909,0.0297984295,0.02654236,54.796875,67.1328125,256,256,0,0,1,part1_bias,256
bunny,original,8,2,0.15,0.3,-0.126045391,0.159733072,-0.0730734691,0.22436327680197096,0.006179316470315913,1.5903871492854614e-05,1.3268939532051425,0.9493467676404936,0.09997202917607029,32,neumann,19601,-0.0393857881,0.0001,4.99999987e-05,-0.0661437511,-0.0449904874,0.0211532637,1.0836755,0.026757963,0.00560469925,0.0103310188,0.00918790326,0.027322866,0.0216108989,54.5234375,64.4648438,256,256,0,0,1,part1_bias,256
bunny,original,9,2,0.15,0.3,-0.0983680263,-0.0331287496,-0.00647430168,0.29159207856030034,0.006060120462672636,1.3910869439292433e-05,1.7213656761164648,0.8347042467366647,0.053212356951969096,33,neumann,19601,-0.137971073,0.0001,4.99999987e-05,-0.145409852,-0.169098184,0.0236883312,0.817100644,0.00743877888,0.0311271101,0.0143296523,0.0146600604,0.0525667705,0.0550188497,58.9375,73.3359375,256,256,0,0,1,part1_bias,256
bunny,original,10,2,0.15,0.3,0.00673722336,0.176301077,-0.0743633881,0.19169786238164108,0.003369985352212838,4.869519997086584e-06,1.1316574274798115,0.9871604831370464,0.09187302937814923,34,neumann,19601,0.108674906,0.0001,4.99999987e-05,0.109635428,0.0936114565,0.0160239711,0.804400086,0.0009605214,0.0150634497,0.0100396536,0.00987974554,0.0258034319,0.0249880012,61.046875,87.4882812,256,256,0,0,1,part1_bias,256
bunny,original,11,2,0.15,0.3,-0.0503399298,0.211527303,-0.0383891836,0.15662066424216559,0.0054835813867459594,1.1221126933775824e-05,1.690814898725079,0.8257892041345953,0.0061130250487282005,35,neumann,19601,0.122798197,0.0001,4.99999987e-05,0.123501197,0.12566404,0.00216284394,0.248514801,0.000702999532,0.00286584347,0.00476047816,0.00394160021,0.005801511,0.00397726987,31.6445312,35.1367188,256,256,0,0,1,part1_bias,256
bunny,original,12,2,0.15,0.3,0.0148268193,0.0847808868,-0.0934574604,0.23566041442478086,0.005642734104578416,1.2224510381617403e-05,1.6154742216708116,0.8553930512605528,0.01544948369054929,36,neumann,19601,0.00615024567,0.0001,4.99999987e-05,-0.0218598079,-0.0134612732,0.00839853473,0.295245051,0.0280100536,0.0196115188,0.0136673702,0.0147776082,0.0478200316,0.0559046939,69.296875,98.2539062,256,256,0,0,1,part1_bias,256
bunny,original,13,2,0.15,0.3,0.0319901258,0.191760778,-0.0363632925,0.17749399572476798,0.006032974987373585,1.3324641454764893e-05,1.8012902102230304,0.8028275697897246,0.07226728626826628,37,neumann,19601,0.187387615,0.0001,4.99999987e-05,0.178931341,0.208759621,0.0298282802,1.75017679,0.00845627487,0.0213720053,0.00952336472,0.00751864444,0.0232177842,0.0144716846,45.2773438,65.1445312,256,256,0,0,1,part1_bias,256
bunny,original,14,2,0.15,0.3,-0.0853141919,0.158831939,-0.108684674,0.21364452364988482,0.005546943348793794,1.265077040293171e-05,1.386374462806957,0.9323876821418474,0.014012923537233194,38,neumann,19601,-0.0351669267,0.0001,4.99999987e-05,-0.0489094742,-0.0541141368,0.00520466268,0.247547835,0.0137425475,0.0189472102,0.0104724225,0.0105514536,0.0280759372,0.0285012946,51.2421875,75.0351562,256,256,0,0,1,part1_bias,256
bunny,original,15,2,0.15,0.3,0.0283567104,-0.0187174622,-0.0427036844,0.24167936032208415,0.007172452635685227,1.8094040114963265e-05,1.9839685884027984,0.7545180907003967,0.03677204340080439,39,neumann,19601,-0.0330644362,0.0001,4.99999987e-05,-0.024949329,-0.0643697083,0.0394203812,1.17685819,0.00811510719,0.0313052721,0.0170770865,0.0164182018,0.0746564791,0.069006674,75.0859375,93.5234375,256,256,0,0,1,part1_bias,256
bunny,original,16,2,0.15,0.3,-0.0140882032,0.0375561714,0.100748047,0.18980414664715492,0.003475458706804864,3.8600650119382736e-06,1.7762368684848229,0.693779299371599,0.03540190222332781,40,neumann,19601,0.12421602,0.0001,4.99999987e-05,0.152778551,0.137228429,0.0155501217,0.525759459,0.0285625309,0.0130124092,0.0147019383,0.0148735568,0.0553336255,0.0566330105,82.9414062,115.445312,256,256,0,0,1,part1_bias,256
bunny,original,17,2,0.15,0.3,-0.00525987009,0.218332782,0.0348649211,0.24215251010773928,0.0045306230499901935,7.49264235262149e-06,1.8579889640281748,0.7953053715047947,0.20829706526269043,41,neumann,19601,0.247937828,0.0001,4.99999987e-05,0.249686778,0.250291169,0.000604391098,0.203510493,0.00174894929,0.00235334039,0.00164662011,0.00132220774,0.000694107555,0.000447547733,17.5585938,19.15625,256,256,0,0,1,part1_bias,256
bunny,original,18,2,0.15,0.3,-0.0953152403,0.106770851,-0.078811042,0.24461728377805783,0.005346858153464157,1.1216129189774063e-05,1.41934559804347,0.8829933067867877,0.08027753581796974,42,neumann,19601,-0.0673554316,0.0001,4.99999987e-05,-0.0904699564,-0.103789143,0.0133191869,0.564052343,0.0231145248,0.0364337116,0.0118876221,0.0117247645,0.0361767821,0.0351923481,59.1132812,85.0976562,256,256,0,0,1,part1_bias,256
bunny,original,19,2,0.15,0.3,-0.101107672,0.0862035453,0.0917894393,0.2217728279783928,0.005556320041098041,1.1567035286987902e-05,1.7135427366565956,0.8279229447913536,0.0068889511767934826,43,neumann,19601,0.0768853128,0.0001,4.99999987e-05,,,,,,,,,,,,,,,,,0,part1_bias,256
bunny,original,20,2,0.15,0.3,-0.0376733541,-0.0209970176,-0.0135668842,0.21958339179027042,0.006390642500707127,1.5091115203614518e-05,1.807170728542771,0.8064310027855446,0.0010134995833136855,44,neumann,19601,-0.0722372532,0.0001,4.99999987e-05,-0.0886194557,-0.0701681897,0.018451266,0.564434528,0.0163822025,0.00206906348,0.0167395845,0.0159492418,0.0717347115,0.0651208535,74.71875,105.300781,256,256,0,0,1,part1_bias,256
bunny,original,21,2,0.15,0.3,-0.107621983,0.062222179,-0.0391345434,0.18400012738973304,0.005246241650502551,1.0190918245369697e-05,1.8032714379068984,0.8088793971358537,0.005639988061212686,45,neumann,19601,-0.0845343471,0.0001,4.99999987e-05,-0.123109356,-0.091670461,0.0314388946,1.11694074,0.0385750085,0.00713611394,0.0135657303,0.0145805972,0.047111433,0.0544240139,94.78125,148.675781,256,256,0,0,1,part1_bias,256
bunny,original,22,2,0.15,0.3,-0.124964274,0.105792344,-0.0179618821,0.173269151304131,0.005712235448293385,1.3104532910608352e-05,1.4698982896697605,0.9058358410132054,0.005981346866307728,46,neumann,19601,-0.0371338129,0.0001,4.99999987e-05,-0.0630359724,-0.0653340742,0.00229810178,0.0889134631,0.0259021595,0.0282002613,0.0128494091,0.0129960906,0.0422674716,0.0432379842,97.3945312,118.957031,256,256,0,0,1,part1_bias,256
bunny,original,23,2,0.15,0.3,0.0268910825,0.194390982,0.0538781397,0.29268892272152586,0.005427055629061035,1.1098050954775978e-05,1.6690675201505,0.8355548669117162,0.005182715265389899,47,neumann,19601,0.275160193,0.0001,4.99999987e-05,0.293265164,0.280721217,0.0125439465,0.827340662,0.0181049705,0.00556102395,0.00709107844,0.00806968939,0.0128725478,0.0166706908,45.3046875,58.265625,256,256,0,0,1,part1_bias,256
bunny,original,0,3,0.3,0.6,0.0775520578,-0.0479117967,-0.0735618696,0.47118815931129737,0.005382959141377156,9.051852071605959e-06,1.9492105706915315,0.6721488395249682,0.06375385264246218,48,neumann,19601,-0.0439216085,0.0001,4.99999987e-05,-0.0480626449,-0.0684326291,0.0203699842,0.68053937,0.00414103642,0.0245110206,0.0152098006,0.0147213163,0.0592225343,0.0554795936,51.6679688,59.4140625,256,256,0,0,1,part1_bias,256
bunny,original,1,3,0.3,0.6,0.170051157,0.0868795365,-0.0763519406,0.5561819240696056,0.005521081039446318,1.274548175698275e-05,1.301921813432172,0.9547247539850581,0.005689193037914486,49,neumann,19601,0.180578768,0.0001,4.99999987e-05,0.184354216,0.187061608,0.00270739198,0.131894022,0.00377544761,0.00648283958,0.0104147606,0.0101112658,0.0277676154,0.0261728521,32.1328125,33.25,256,256,0,0,1,part1_bias,256
bunny,original,2,3,0.3,0.6,-0.149645939,-0.070355922,-0.0153150121,0.5265925494257673,0.005587512402855299,1.2143663407330112e-05,1.6014597769606693,0.8678720049787486,0.02985094481904423,50,neumann,19601,-0.235316873,0.0001,4.99999987e-05,-0.254184395,-0.239289373,0.0148950219,0.668499887,0.0188675225,0.00397250056,0.0105085624,0.0117717003,0.0282700509,0.0354746692,37.25,41.1953125,256,256,0,0,1,part1_bias,256
bunny,original,3,3,0.3,0.6,-0.102774747,0.138941616,-0.134950474,0.35291961815361705,0.005980172430101478,1.2204771871885236e-05,1.8622454714875947,0.7425174618309889,0.03344055875163258,51,neumann,19601,-0.0987836048,0.0001,4.99999987e-05,-0.103870995,-0.0980103016,0.00586069375,0.274294227,0.00508739054,0.000773303211,0.0109116593,0.0104537895,0.0304804612,0.027976118,45.453125,55.2539062,256,256,0,0,1,part1_bias,256
bunny,original,4,3,0.3,0.6,-0.0704755336,-0.106104508,-0.0636035502,0.589509241715278,0.004444611385919068,5.068119448706082e-06,2.0542212594565377,0.5426820586874214,0.33091499578067624,52,neumann,19601,-0.240183592,0.0001,4.99999987e-05,-0.228666291,-0.250903964,0.0222376734,0.828671336,0.0115173012,0.0107203722,0.0133665381,0.0134677961,0.0457380712,0.0464336723,38.6523438,51.8359375,256,256,0,0,1,part1_bias,256
bunny,original,5,3,0.3,0.6,-0.0860691071,-0.0260098036,-0.153910965,0.5832726193439154,0.004444611385919068,5.068119448706082e-06,2.0542212594565377,0.5426820586874214,0.33091499578067624,53,neumann,19601,-0.26598987,0.0001,4.99999987e-05,-0.270662606,-0.274438053,0.00377544761,0.157886535,0.00467273593,0.00844818354,0.0123543274,0.0115570817,0.0390731245,0.0341929309,38.9882812,41.9179688,256,256,0,0,1,part1_bias,256
bunny,original,6,3,0.3,0.6,-0.105345145,-0.0075848992,-0.12672922,0.4986980767309079,0.007106226408926501,1.6055036410723982e-05,2.3104659449151383,0.6676264782358146,0.24407677060219,54,neumann,19601,-0.239659265,0.0001,4.99999987e-05,-0.243083581,-0.226366952,0.0167166293,0.700520515,0.00342431664,0.0132923126,0.011168953,0.0126932021,0.0319348499,0.0412460454,36.6289062,58.25,256,256,0,0,1,part1_bias,256
bunny,original,7,3,0.3,0.6,-0.14074254,0.159348771,-0.141548246,0.44639454325510053,0.005510955818028722,1.2039139563951593e-05,1.5441111617550063,0.888080675410783,0.03622060484787567,55,neumann,19601,-0.122942016,0.0001,4.99999987e-05,-0.131603271,-0.122652277,0.00895099342,0.561125576,0.00866125524,0.000289738178,0.00780350901,0.00814734492,0.0155890575,0.0169930812,32.3007812,34.0078125,256,256,0,0,1,part1_bias,256
bunny,original,8,3,0.3,0.6,0.110233784,0.0488929786,-0.127971783,0.5383514126591858,0.005912785477003432,1.4314136549425635e-05,1.3632352624249902,0.9300219402194235,0.003274076969360921,56,neumann,19601,0.0311549753,0.0001,4.99999987e-05,0.0340222791,0.0204894654,0.0135328136,0.542719364,0.00286730379,0.0106655098,0.0128857503,0.0120484466,0.042506896,0.0371622555,37.6171875,38,256,256,0,0,1,part1_bias,256
bunny,original,9,3,0.3,0.6,-0.184416473,0.165032387,-0.0313744731,0.42054286897951754,0.005497995500446877,1.1488895229545877e-05,1.6222183364876175,0.8457837309662167,0.011959615686948291,57,neumann,19601,-0.0507585593,0.0001,4.99999987e-05,-0.0473172814,-0.064697437,0.0173801556,1.31332076,0.00344127789,0.0139388777,0.00667088944,0.00656185718,0.0113921966,0.0110228406,27.9648438,42.7382812,256,256,0,0,1,part1_bias,256
bunny,original,10,3,0.3,0.6,-0.098583281,0.205085814,-0.194390848,0.5620359299637313,0.006367300535259237,1.580412486273184e-05,1.6103125505017823,0.8675724494729002,0.07784376882373616,58,neumann,19601,-0.0878883153,0.0001,4.99999987e-05,-0.0887914151,-0.0868647322,0.00192668289,0.277621537,0.000903099775,0.00102358311,0.00354988058,0.00338908192,0.00322602317,0.00294038421,19.75,22.6445312,256,256,0,0,1,part1_bias,256
bunny,original,11,3,0.3,0.6,-0.07415618,-0.0536110848,-0.0673864558,0.4057403155049417,0.007106226408926501,1.6055036410723982e-05,2.3104659449151383,0.6676264782358146,0.24407677060219,59,neumann,19601,-0.195153713,0.0001,4.99999987e-05,-0.218931988,-0.196945161,0.0219868273,0.830336571,0.0237782747,0.0017914474,0.0126135526,0.0138648627,0.0407300368,0.0492120087,43.7695312,61.359375,256,256,0,0,1,part1_bias,256
bunny,original,12,3,0.3,0.6,0.121445753,0.162039176,-0.0100503694,0.3984379960369076,0.004524204354756368,6.709195790589429e-06,1.7762870761281253,0.7134097901938978,0.0010001667476582006,60,neumann,19601,0.273434579,0.0001,4.99999987e-05,0.273849308,0.263112545,0.0107367635,0.511597991,0.000414729118,0.0103220344,0.0108655943,0.0101201236,0.0302236509,0.0262187272,43.0351562,51.3476562,256,256,0,0,1,part1_bias,256
